OGNTsort	Español
050321	los
050322	aprendices
050323	de él
050324	que
050325	esto
050326	estaba diciendo
050327	y
050328	confiaron
050329	(en) el
050330	escrito
050331	y
050332	(en) la
050333	palabra
050334	cual
050335	dijo
050336	el
050337	Jesús
050338	Como
050339	pero
050340	estaba siendo
050341	en
050342	las
050343	Jerusalén
050344	en
050345	la
050346	Pascua
050347	en
050348	la
050349	fiesta
050350	muchos
050351	confiaron
050352	hacia dentro
050353	el
050354	nombre
050355	de él
050356	estando contemplando
050357	de él
050358	las
050359	señales
050360	cuales
050361	estaba haciendo
050362	Mismo
050363	pero
050364	Jesús
050365	no
050366	estaba confiando
050367	él mismo
050368	a ellos
050369	por
050370	el
050371	él
050372	estar conociendo
050373	a todos
050374	Y
050375	porque
050376	no
050377	necesidad
050378	estaba teniendo
050379	para que
050380	alguien
050381	dé testimonio
050382	acerca de
050383	el
050384	hombre
050385	él
050386	porque
050387	estaba conociendo
050388	qué
050389	estaba siendo
050390	en
050391	el
050392	hombre
050393	Estaba siendo
050394	pero
050395	hombre
050396	procedente de
050397	los
050398	fariseos
050399	Nicodemo
050400	nombre
050401	(de) él
050402	gobernante
050403	de los
050404	judíos
050405	Este
050406	vino
050407	hacia
050408	a él
050409	de noche
050410	y
050411	dijo
050412	a él
050413	Rabí
050414	hemos sabido
050415	que
050416	desde
050417	Dios
050418	has venido
050419	maestro
050420	nadie
050421	porque
050422	está siendo capaz
050423	a estas
050424	las
050425	señales
050426	estar haciendo
050427	cuales
050428	tú
050429	estás haciendo
050430	si alguna vez
050431	no
050432	esté siendo
050433	el
050434	Dios
050435	con
050436	él
050437	Respondió
050438	Jesús
050439	y
050440	dijo
050441	a él
050442	Amén
050443	amén
050444	estoy diciendo
050445	a ti
050446	si alguna vez
050447	no
050448	alguien
050449	sea generado
050450	otra vez
050451	no
050452	está siendo capaz
050453	ver
050454	el
050455	reino
050456	de el
050457	Dios
050458	Está diciendo
050459	hacia
050460	él
050461	el
050462	Nicodemo
050463	¿Cómo
050464	está siendo capaz
050465	hombre
050466	ser generado
050467	viejo
050468	estando siendo?
050469	¿Acaso
050470	está siendo capaz
050471	hacia dentro
050472	a la
050473	cavidad
050474	de la
050475	madre
050476	de él
050477	segunda (vez)
050478	venir hacia dentro
050479	y
050480	ser generado?
050481	Respondió
050482	Jesús
050483	Amén
050484	amén
050485	estoy diciendo
050486	a ti
050487	si alguna vez
050488	no
050489	alguien
050490	sea generado
050491	procedente de
050492	agua
050493	y
050494	de espíritu
050495	no
050496	está siendo capaz
050497	venir hacia dentro
050498	a
050499	el
050500	reino
050501	de el
050502	Dios
050503	Lo
050504	ha sido generado
050505	procedente de
050506	la
050507	carne
050508	carne
050509	está siendo
050510	y
050511	lo
050512	ha sido generado
050513	procedente de
050514	el
050515	espíritu
050516	espíritu
050517	está siendo
050518	No
050519	(te) maravilles
050520	porque
050521	dije
050522	a ti
050523	Está siendo necesario
050524	a ustedes
050525	ser generado
050526	otra vez
050527	El
050528	viento
050529	donde
050530	está queriendo
050531	está soplando
050532	y
050533	el
050534	sonido
050535	de él
050536	estás oyendo
050537	pero
050538	no
050539	has sabido
050540	de dónde
050541	está viniendo
050542	y
050543	dónde
050544	está yendo
050545	así
050546	está siendo
050547	todo
050548	el
050549	ha sido generado
050550	procedente de
050551	el
050552	espíritu
050553	Respondió
050554	Nicodemo
050555	y
050556	dijo
050557	a él
050558	¿Cómo
050559	está siendo posible
050560	estas (cosas)
050561	llegar a ser?
050562	Respondió
050563	Jesús
050564	y
050565	dijo
050566	a él
050567	¿Tú
050568	estás siendo
050569	el
050570	maestro
050571	de el
050572	Israel
050573	y
050574	estas (cosas)
050575	no
050576	estás conociendo?
050577	Amén
050578	amén
050579	estoy diciendo
050580	a ti
050581	que
050582	cual (cosa)
050583	hemos sabido
050584	estamos hablando
050585	y
050586	cual (cosa)
050587	hemos visto
050588	estamos dando testimonio
050589	también
050590	el
050591	testimonio
050592	de nosotros
050593	no
050594	están recibiendo (ustedes)
050595	Si
050596	las (cosas)
050597	terrenales
050598	dije
050599	a ustedes
050600	y
050601	no
050602	están confiando
050603	¿Cómo
050604	si alguna vez
050605	diga
050606	a ustedes
050607	las (cosas)
050608	celestiales
050609	confiarán?
050610	Y
050611	nadie
050612	ha ascendido
050613	hacia dentro
050614	el
050615	cielo
050616	si
050617	no
050618	el
050619	procedente de
050620	el
050621	cielo
050622	habiendo descendido
050623	el
050624	Hijo
050625	de el
050626	hombre
050627	Y
050628	según como
050629	Moisés
050630	puso en alto
050631	a la
050632	serpiente
050633	en
050634	el
050635	desierto
050636	así
050637	ser puesto en alto
050638	está siendo necesario
050639	a el
050640	Hijo
050641	de el
050642	hombre
050643	Para que
050644	todo
050645	el
050646	estando confiando
050647	en
050648	él
050649	esté teniendo
050650	vida
050651	eterna
050652	Así
050653	porque
050654	amó
050655	el
050656	Dios
050657	a el
050658	mundo
050659	de modo que
050660	el
050661	Hijo
050662	el
050663	unigénito
050664	dio
050665	para que
050666	todo
050667	el
050668	estando confiando
050669	hacia dentro
050670	él
050671	no
050672	se destruya
050673	sino
050674	esté teniendo
050675	vida
050676	eterna
050677	No
050678	porque
050679	envió como emisario
050680	el
050681	Dios
050682	a el
050683	Hijo
050684	hacia dentro
050685	a el
050686	mundo
050687	para que
050688	esté juzgando
050689	a el
050690	mundo
050691	sino
050692	para que
050693	sea salvado
050694	el
050695	mundo
050696	a través de
050697	él
050698	El
050699	estando confiando
050700	hacia dentro
050701	él
050702	no
050703	está siendo juzgado
050704	el
050705	pero
050706	no
050707	estando confiando
050708	ya
050709	ha sido juzgado
050710	porque
050711	no
050712	ha confiado
050713	hacia dentro
050714	el
050715	nombre
050716	de el
050717	unigénito
050718	Hijo
050719	de el
050720	Dios
050721	Esto
050722	pero
050723	está siendo
050724	el
050725	juicio
050726	que
050727	la
050728	luz
050729	ha venido
050730	hacia dentro
050731	el
050732	mundo
050733	y
050734	amaron
050735	los
050736	hombres
050737	más bien
050738	a la
050739	oscuridad
050740	que
050741	a la
050742	luz
050743	estaba siendo
050744	porque
050745	de ellos
050746	malignas
050747	las
050748	obras
050749	Todo
050750	porque
050751	el
050752	detestables
050753	estando prcticando
050754	está odiando
050755	a la
050756	luz
050757	y
050758	no
050759	está viniendo
050760	hacia
050761	la
050762	luz
050763	para que
050764	no
050765	sea puesto al descubierto
050766	las
050767	obras
050768	de él
050769	El
050770	pero
050771	estando haciendo
050772	la
050773	verdad
050774	está viniendo
050775	hacia
050776	la
050777	luz
050778	para que
050779	sea hecho manifiesto
050780	de él
050781	las
050782	obras
050783	que
050784	en
050785	Dios
050786	está siendo
050787	han sido obradas
050788	Después
050789	(de) estas (cosas)
050790	vino
050791	el
050792	Jesús
050793	y
050794	los
050795	aprendices
050796	de él
050797	hacia dentro
050798	a la
050799	Judea
050800	tierra
050801	y
050802	allí
050803	estaba gastando (tiempo)
050804	con
050805	ellos
050806	y
050807	estaba sumergiendo
050808	Estaba siendo
050809	pero
050810	también
050811	el
050812	Juan
050813	estando sumergiendo
050814	en
050815	Enón
050816	cerca
050817	de la
050818	Salim
050819	porque
050820	aguas
050821	muchas
050822	estaba siendo
050823	allí
050824	y
050825	estaban llegando a ser al lado de
050826	y
050827	estaban siendo sumergidos
050828	Todavía no
050829	porque
050830	estaba siendo
050831	ha sido arrojado
050832	hacia dentro
050833	a la
050834	guardia
050835	el
050836	Juan
050837	Llegó a ser
050838	por lo tanto
050839	discusión
050840	procedente de
050841	los
050842	aprendices
050843	de Juan
050844	con
050845	judío
050846	acerca de
050847	limpieza
050848	Y
050849	vinieron
050850	hacia
050851	el
050852	Juan
050853	y
050854	dijeron
050855	a él
050856	Rabí
050857	quien
050858	estaba siendo
050859	con
050860	de ti
050861	al otro lado de
050862	el
050863	Jordán
050864	(de) quien
050865	tú
050866	has dado testimonio
050867	mira
050868	este
050869	está sumergiendo
050870	y
050871	todos
050872	están viniendo
050873	hacia
050874	él
050875	Respondió
050876	Juan
050877	y
050878	dijo
050879	No
050880	está siendo capaz
050881	hombre
050882	estar recibiendo
050883	ni
050884	uno (cosa)
050885	si alguna vez
050886	no
050887	esté siendo
050888	ha sido dado
050889	a él
050890	procedente de
050891	el
050892	cielo
050893	Mismos
050894	ustedes
050895	a mí
050896	están dando testimonio
050897	que
050898	dije
050899	que
050900	No
050901	estoy siendo
050902	yo
050903	el
050904	Ungido
050905	sino
050906	que
050907	he sido enviado como emisario
050908	estoy siendo
050909	enfrente de
050910	aquél
050911	El
050912	estando teniendo
050913	a la
050914	novia
050915	novio
050916	está siendo
050917	el
050918	pero
050919	amigo
050920	de el
050921	novio
050922	el
050923	ha puesto de pie
050924	y
050925	estando oyendo
050926	de él
050927	a regocijo
050928	está regocijando
050929	por
050930	la
050931	voz
050932	de el
050933	novio
050934	esto
050935	por lo tanto
050936	el
050937	regocijo
050938	el
050939	mío
050940	ha sido llenado a plenitud
050941	Aquél
050942	está siendo necesario
050943	estar aumentando
050944	yo
050945	pero
050946	estar siendo disminuido
050947	El
050948	desde arriba
050949	estando viniendo
050950	por encima de
050951	todos
050952	está siendo
050953	el
050954	estando siendo
050955	procedente de
050956	la
050957	tierra
050958	procedente de
050959	la
050960	tierra
050961	está siendo
050962	y
050963	procedente de
050964	la
050965	tierra
050966	está hablando
050967	el
050968	procedente de
050969	el
050970	cielo
050971	estando viniendo
050972	por encima de
050973	todos
050974	está siendo
050975	Cual (cosa)
050976	ha visto
050977	y
050978	oyó
050979	esto
050980	está dando testimonio
050981	y
050982	el
050983	testimonio
050984	de él
050985	nadie
050986	está recibiendo
050987	El
050988	habiendo tomado
050989	de él
050990	el
050991	testimonio
050992	selló
050993	que
050994	el
050995	Dios
050996	VERDADERO
050997	está siendo
050998	A quien
050999	porque
051000	envió como emisario
051001	el
051002	Dios
051003	las
051004	declaraciones
051005	de el
051006	Dios
051007	está hablando
051008	no
051009	porque
051010	procedente de
051011	medida
051012	está dando
051013	el
051014	espíritu
051015	El
051016	Padre
051017	está amando
051018	a el
051019	Hijo
051020	y
051021	todas (cosas)
051022	ha dado
051023	en
051024	la
051025	mano
051026	de él
051027	El
051028	estando confiando
051029	hacia dentro
051030	el
051031	Hijo
051032	está teniendo
051033	vida
051034	eterna
051035	el
051036	pero
051037	estando desobedeciendo
051038	a el
051039	Hijo
051040	no
051041	verá
051042	vida
051043	sino
051044	la
051045	ira
051046	de el
051047	Dios
051048	está permaneciendo
051049	sobre
051050	él
051051	Como
051052	por lo tanto
051053	conoció
051054	el
051055	Jesús
051056	que
051057	oyeron
051058	los
051059	fariseos
051060	que
051061	Jesús
051062	mucho más
051063	aprendices
051064	está haciendo
051065	y
051066	está sumergiendo
051067	que
051068	Juan
051069	-- Aunque
051070	Jesús
051071	mismo
051072	no
051073	estaba sumergiendo
051074	sino
051075	los
051076	aprendices
051077	de él --
051078	dejó completamente
051079	a la
051080	Judea
051081	y
051082	vino desde
051083	otra vez
051084	hacia dentro
051085	a la
051086	Galilea
051087	Estaba siendo necesario
051088	pero
051089	a él
051090	estar viniendo a través
051091	a través de
051092	la
051093	Samaria
051094	Está viniendo
051095	por lo tanto
051096	hacia dentro
051097	ciudad
051098	de la
051099	Samaria
051100	estando siendo dicha
051101	Sicar
051102	vecina
051103	de el
051104	campo pequeño
051105	cual
051106	dio
051107	Jacob
051108	a el
051109	José
051110	el
051111	hijo
051112	de él
051113	Estaba siendo
051114	pero
051115	allí
051116	pozo
051117	de el
051118	Jacob
051119	el
051120	por lo tanto
051121	Jesús
051122	ha trabajado afanosamente
051123	procedente de
051124	el
051125	viaje
051126	estaba sentado
051127	así
051128	sobre
051129	el
051130	pozo
051131	hora
051132	estaba siendo
051133	como
051134	sexta
051135	Está viniendo
051136	mujer
051137	procedente de
051138	la
051139	Samaria
051140	sacar
051141	agua
051142	está diciendo
051143	a ella
051144	el
051145	Jesús
051146	Da
051147	a mí
051148	(de) beber
051149	Los
051150	porque
051151	aprendices
051152	de él
051153	habían venido desde
051154	hacia dentro
051155	a la
051156	ciudad
051157	para que
051158	nutrimentos
051159	compren
051160	Está diciendo
051161	por lo tanto
051162	a él
051163	la
051164	mujer
051165	la
051166	samaritana
051167	¿Cómo
051168	tú
051169	judío
051170	estando siendo
051171	al lado de
051172	mí
051173	beber
051174	estás solicitando
051175	de mujer
051176	samaritana
051177	estando siendo?
051178	No
051179	porque
051180	están usando juntos
051181	judíos
051182	(con) samaritanos
051183	Respondió
051184	Jesús
051185	y
051186	dijo
051187	a ella
051188	Si
051189	habías sabido
051190	la
051191	dádiva gratuita
051192	de el
051193	Dios
051194	y
051195	quién
051196	está siendo
051197	el
051198	estando diciendo
051199	a ti
051200	Da
051201	a mí
051202	(de) beber
051203	Tú
051204	probable
051205	solicitaste
051206	a él
051207	y
051208	dio
051209	probable
051210	a ti
051211	agua
051212	estando viviendo
051213	Está diciendo
051214	a él
051215	la
051216	mujer
051217	Señor
051218	ni
051219	recipiente de sacar
051220	estás teniendo
051221	y
051222	el
051223	pozo
051224	está siendo
051225	profundo
051226	¿de dónde
051227	por lo tanto
051228	estás teniendo
051229	el
051230	agua
051231	la
051232	estando viviendo?
051233	¿Acaso
051234	tú
051235	más mayor que
051236	estás siendo
051237	de el
051238	padre
051239	de nosotros
051240	Jacob
051241	quien
051242	dio
051243	a nosotros
051244	el
051245	pozo
051246	y
051247	él
051248	procedente de
051249	él
051250	bebió
051251	y
051252	los
051253	hijos
051254	de él
051255	y
051256	los
051257	ganados
051258	de él?
051259	Respondió
051260	Jesús
051261	y
051262	dijo
051263	a ella
051264	Todo
051265	el
051266	estando bebiendo
051267	procedente de
051268	el
051269	agua
051270	esta
051271	tendrá sed
051272	otra vez
051273	Quien
051274	pero
051275	probable
051276	beba
051277	procedente de
051278	el
051279	agua
051280	de cual
051281	yo
051282	daré
051283	a él
051284	no
051285	no
051286	tendrá sed
051287	hacia dentro
051288	a la
051289	edad
051290	sino
051291	el
051292	agua
051293	cual
051294	daré
051295	a él
051296	llegará a ser
051297	en
051298	él
051299	fuente
051300	de agua
051301	estando borbotoneando
051302	hacia dentro
051303	vida
051304	eterna
051305	Está diciendo
051306	hacia
051307	a él
051308	la
051309	mujer
051310	Señor
051311	da
051312	a mí
051313	esta
051314	el
051315	agua
051316	para que
051317	no
051318	esté teniendo sed
051319	ni
051320	esté viniendo a través
051321	aquí
051322	estar sacando
051323	Está diciendo
051324	a ella
051325	Estés yendo
051326	emite voz
051327	a el
051328	esposo
051329	de ti
051330	y
051331	ven
051332	aquí
051333	Respondió
051334	la
051335	mujer
051336	y
051337	dijo
051338	a él
051339	No
051340	estoy teniendo
051341	esposo
051342	Está diciendo
051343	a ella
051344	el
051345	Jesús
051346	Apropiadamente
051347	dijiste
051348	que
051349	Esposo
051350	no
051351	estoy teniendo
051352	Cinco
051353	porque
051354	varones
051355	tuviste
051356	y
051357	ahora
051358	a quien
051359	estás teniendo
051360	no
051361	está siendo
051362	de ti
051363	esposo
051364	esto
051365	VERDADERO
051366	has dicho
051367	Está diciendo
051368	a él
051369	la
051370	mujer
051371	Señor
051372	estoy observando atentamente
051373	que
051374	vocero
051375	estás siendo
051376	tú
051377	Los
051378	padres
051379	de nosotros
